Date,Station,Item,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014/06/09,Tamshui,PM10,26,27,29,22,13,13,13,17,20,16,9,10,15,15,15,16,13,12,15,15,15,16,16,16
2014/06/10,Tamshui,PM10,16,13,10,11,13,10,5,10,16,15,10,9,15,16,13,12,11,13,15,15,12,15,13,7
2014/06/12,Tamshui,PM10,32,33,33,38,39,38,37,35,35,37,34,29,29,29,28,33,33,33,38,40,34,28,29,31
2014/06/13,Tamshui,PM10,35,39,37,34,32,29,33,38,43,48,55,67,68,71,72,72,68,64,67,70,68,65,61,59
2014/06/14,Tamshui,PM10,57,49,35,24,23,23,18,22,22,22,29,38,37,46,61,57,57,62,66,61,51,51,49,53
2014/06/15,Tamshui,PM10,56,54,53,53,53,48,43,39,40,43,50,56,61,64,54,44,37,37,40,38,35,40,42,43
2014/06/16,Tamshui,PM10,42,37,34,37,34,33,33,35,38,31,22,23,24,26,34,43,48,51,53,56,57,44,37,42
2014/06/17,Tamshui,PM10,44,43,42,39,38,43,39,33,28,22,24,33,45,48,46,62,57,39,35,28,29,33,31,31
2014/06/21,Tamshui,PM10,38,39,42,44,43,42,43,48,45,45,46,37,35,37,34,34,31,26,27,33,34,35,39,46
2014/06/22,Tamshui,PM10,48,44,39,40,43,43,43,48,46,38,37,43,54,56,43,32,28,26,26,29,34,38,38,39
2014/06/23,Tamshui,PM10,42,39,40,43,43,42,39,29,24,29,40,40,33,29,28,33,34,33,33,31,22,15,13,18
2014/06/25,Tamshui,PM10,31,33,39,35,31,29,29,32,37,40,37,35,33,28,29,32,38,37,33,35,37,38,38,40
2014/06/26,Tamshui,PM10,40,34,35,37,35,34,29,29,39,38,33,33,39,49,53,49,45,42,40,48,49,48,49,45
2014/06/27,Tamshui,PM10,46,49,48,48,49,49,45,42,43,45,49,50,48,45,42,37,38,37,32,37,46,48,40,40
2014/06/28,Tamshui,PM10,44,46,46,46,49,50,53,57,60,57,48,49,45,35,33,32,39,43,43,45,46,45,39,44
2014/06/29,Tamshui,PM10,45,42,45,44,40,42,43,45,43,48,53,44,42,34,27,32,29,29,29,32,40,38,29,24
2014/06/30,Tamshui,PM10,23,22,23,18,18,23,21,20,27,35,38,39,34,28,23,27,33,31,27,28,35,39,38,35
2014/07/01,Tamshui,PM10,33,35,38,39,40,33,35,49,53,51,51,44,40,34,29,29,27,23,21,27,32,33,38,42
2014/07/02,Tamshui,PM10,40,39,38,37,38,35,35,61,56,29,33,37,39,37,27,27,32,29,22,29,37,42,43,45
2014/07/03,Tamshui,PM10,49,45,46,51,54,44,32,28,34,54,53,43,39,33,28,24,32,38,39,46,48,43,39,37
2014/07/05,Tamshui,PM10,20,21,18,17,24,34,43,46,49,56,48,37,35,33,32,35,40,38,43,48,40,26,18,15
2014/07/09,Tamshui,PM10,42,42,38,35,38,40,38,43,48,45,44,55,83,92,93,92,67,53,60,64,57,56,60,61
2014/07/10,Tamshui,PM10,64,64,61,55,45,44,54,59,50,46,46,45,40,43,45,40,39,35,33,37,40,42,46,49
2014/07/11,Tamshui,PM10,48,43,38,35,37,37,31,29,29,33,42,50,56,48,35,33,34,32,26,27,31,31,31,29
2014/07/12,Tamshui,PM10,31,34,37,35,33,32,34,39,38,32,42,77,95,65,39,38,33,27,24,23,26,33,33,28
2014/07/13,Tamshui,PM10,27,27,32,38,35,26,23,28,28,26,23,34,50,55,49,45,43,35,28,27,31,34,37,38
2014/07/14,Tamshui,PM10,40,44,40,32,23,24,27,27,28,29,29,35,38,27,24,24,21,26,28,37,45,42,45,53
2014/07/15,Tamshui,PM10,55,48,38,39,42,40,40,43,55,64,57,37,21,17,15,13,12,17,22,33,42,39,40,39
2014/07/16,Tamshui,PM10,38,38,34,27,27,33,33,34,35,27,18,29,40,42,40,31,28,29,26,22,21,23,23,21
2014/07/17,Tamshui,PM10,20,18,16,18,20,18,17,17,26,35,56,48,23,22,26,28,26,27,24,20,16,16,17,15
2014/07/19,Tamshui,PM10,23,24,22,21,22,24,28,31,34,35,31,29,21,16,20,17,17,17,15,11,9,12,16,16
2014/07/20,Tamshui,PM10,17,16,12,13,17,15,13,13,13,13,15,16,17,18,20,18,18,23,28,26,17,12,16,16
2014/07/21,Tamshui,PM10,18,20,15,16,16,15,16,18,20,17,17,15,12,18,23,23,20,21,22,22,21,18,20,22
2014/07/23,Tamshui,PM10,16,16,16,12,15,16,17,17,21,21,15,13,13,13,15,18,20,22,26,26,22,22,27,27
2014/07/24,Tamshui,PM10,28,29,32,35,33,29,29,34,38,43,49,46,38,33,40,48,43,38,45,49,46,56,55,48
2014/07/25,Tamshui,PM10,49,48,46,44,45,44,42,45,71,72,51,49,51,48,46,46,42,40,38,32,28,29,32,37
2014/07/26,Tamshui,PM10,37,38,39,39,38,34,31,34,40,33,28,28,33,43,44,38,35,34,31,28,23,21,21,22
2014/07/27,Tamshui,PM10,24,26,27,31,29,34,42,45,35,27,32,34,33,33,33,27,21,18,22,20,15,11,11,15
2014/07/28,Tamshui,PM10,20,22,23,28,27,21,24,26,26,23,22,28,29,27,26,26,24,24,22,20,18,13,17,23
2014/07/30,Tamshui,PM10,16,17,21,18,16,17,21,23,21,20,16,15,17,18,21,22,24,29,32,32,32,32,35,35
2014/07/31,Tamshui,PM10,34,29,26,23,20,18,16,22,24,18,23,28,27,27,29,34,35,34,37,39,40,42,37,34
2014/08/01,Tamshui,PM10,37,45,48,48,37,44,46,40,42,51,57,61,73,89,87,73,73,76,67,65,68,72,79,77
2014/08/02,Tamshui,PM10,66,56,51,49,48,48,44,44,45,43,44,66,95,95,72,49,40,38,37,48,53,49,50,51
2014/08/03,Tamshui,PM10,50,46,43,44,45,43,45,45,45,45,49,50,49,38,31,33,32,37,42,48,53,51,54,55
2014/08/04,Tamshui,PM10,56,51,46,46,46,48,44,48,55,49,44,42,33,33,37,39,38,34,33,29,28,32,37,35
2014/08/06,Tamshui,PM10,35,39,40,33,26,26,28,29,28,31,32,26,22,21,21,22,24,26,31,34,38,44,49,50
2014/08/07,Tamshui,PM10,43,40,46,44,43,46,49,46,40,35,34,34,29,27,22,17,13,12,20,28,29,32,31,28
2014/08/08,Tamshui,PM10,31,29,28,35,37,32,31,29,31,29,27,22,20,18,18,26,28,26,26,27,31,37,35,35
2014/08/09,Tamshui,PM10,34,32,34,32,31,31,26,22,22,24,29,33,28,29,29,28,31,33,42,43,34,32,37,34
2014/08/10,Tamshui,PM10,27,23,22,21,21,21,22,22,20,24,27,35,43,48,46,40,50,61,60,46,35,34,35,37
2014/08/11,Tamshui,PM10,32,27,26,26,23,22,23,22,28,34,35,34,31,32,38,40,39,38,31,24,26,28,32,33
2014/08/13,Tamshui,PM10,28,28,28,24,16,17,26,26,23,26,24,31,37,35,35,35,32,27,27,26,24,29,32,29
2014/08/14,Tamshui,PM10,29,23,21,26,27,23,23,29,31,26,32,48,53,43,38,39,35,32,31,32,32,26,28,45
2014/08/15,Tamshui,PM10,49,39,35,33,34,38,37,37,35,37,39,45,60,60,46,42,43,44,43,39,35,43,44,38
2014/08/16,Tamshui,PM10,42,42,37,32,27,27,31,31,33,38,39,37,38,40,38,35,37,40,45,43,33,29,24,28
2014/08/17,Tamshui,PM10,38,40,38,39,48,45,38,42,43,43,42,46,57,57,51,46,40,46,61,66,61,62,59,53
2014/08/18,Tamshui,PM10,43,34,31,33,43,40,32,33,35,38,40,37,40,46,48,50,54,54,48,32,21,22,26,29
2014/08/20,Tamshui,PM10,40,44,43,39,35,35,40,37,33,38,38,44,44,39,38,39,38,34,37,44,50,51,49,51
2014/08/21,Tamshui,PM10,53,51,49,42,32,29,35,35,38,34,37,38,29,29,33,29,23,27,31,32,34,33,32,28
2014/08/22,Tamshui,PM10,28,35,38,33,29,29,29,31,37,40,43,40,33,43,48,37,35,43,34,23,26,29,26,29
2014/08/23,Tamshui,PM10,37,48,46,34,28,27,24,27,34,38,35,32,31,33,39,37,44,45,38,44,48,45,43,40
2014/08/24,Tamshui,PM10,42,44,44,40,42,40,38,39,38,39,39,34,24,27,31,27,32,34,29,26,29,37,38,38
2014/08/25,Tamshui,PM10,40,43,42,40,39,43,45,44,44,44,42,34,26,23,22,18,24,35,42,46,55,54,49,51
2014/08/27,Tamshui,PM10,16,21,23,22,20,16,16,20,23,23,40,62,61,53,54,54,53,49,46,53,56,59,59,57
2014/08/28,Tamshui,PM10,50,50,55,54,48,39,40,40,46,50,49,55,54,54,55,53,57,60,59,49,29,23,23,21
2014/08/29,Tamshui,PM10,22,26,29,35,43,40,44,43,48,55,46,42,32,22,20,21,23,26,23,17,18,21,23,24
2014/08/30,Tamshui,PM10,26,24,23,23,20,28,33,28,48,67,62,57,51,50,53,50,43,34,27,20,18,23,34,45
2014/08/31,Tamshui,PM10,49,45,39,38,39,42,49,50,44,46,50,46,42,42,39,44,48,46,46,46,49,50,49,46
2014/09/01,Tamshui,PM10,46,43,43,44,43,46,57,56,38,37,39,33,33,35,34,23,24,28,31,35,38,39,40,40
2014/09/03,Tamshui,PM10,39,35,37,40,40,40,43,49,48,43,48,43,32,26,27,29,32,34,43,51,49,46,37,29
2014/09/04,Tamshui,PM10,34,33,27,22,20,23,27,32,29,31,34,34,34,38,37,32,31,27,31,37,39,33,26,29
2014/09/05,Tamshui,PM10,38,34,23,21,23,26,29,32,23,17,18,16,12,11,21,23,18,18,17,22,21,21,24,21
2014/09/06,Tamshui,PM10,17,18,20,20,18,18,22,20,18,18,18,20,20,21,21,20,18,17,17,26,31,28,28,28
2014/09/07,Tamshui,PM10,28,24,20,20,21,17,18,21,20,22,26,24,26,27,28,24,24,32,40,32,24,32,38,35
2014/09/08,Tamshui,PM10,35,45,54,53,51,48,40,42,45,43,40,34,28,24,21,20,17,18,20,24,31,31,29,29
2014/09/10,Tamshui,PM10,48,50,39,34,33,33,35,35,38,45,53,44,29,22,21,22,27,31,44,53,50,49,50,48
2014/09/11,Tamshui,PM10,39,32,31,33,32,28,28,33,33,32,38,40,34,33,33,39,49,44,27,17,18,18,18,18
2014/09/12,Tamshui,PM10,16,17,17,15,16,17,13,16,28,46,57,51,43,37,34,35,37,38,39,35,37,42,43,44
2014/09/13,Tamshui,PM10,42,39,33,27,23,21,21,23,23,23,24,24,21,22,27,26,29,24,23,27,27,32,37,37
2014/09/14,Tamshui,PM10,29,27,29,24,20,23,28,28,23,21,21,18,16,22,26,22,20,21,23,31,28,22,20,20
2014/09/15,Tamshui,PM10,20,16,15,16,17,16,17,23,34,37,40,48,38,31,32,29,31,32,31,27,27,28,28,28
2014/09/16,Tamshui,PM10,27,26,26,24,22,22,20,24,33,34,48,64,60,64,72,67,66,72,77,72,68,64,59,64
2014/09/18,Tamshui,PM10,37,34,32,34,31,24,26,33,37,31,28,28,23,22,22,21,28,33,29,27,29,26,22,24
2014/09/19,Tamshui,PM10,26,22,22,24,21,24,31,32,31,31,33,32,32,32,32,42,40,33,28,16,11,11,15,16
2014/09/20,Tamshui,PM10,20,22,20,22,21,21,17,17,23,21,20,21,18,24,24,20,23,27,26,17,21,26,22,27
2014/09/22,Tamshui,PM10,27,27,24,23,24,23,26,26,22,16,11,17,29,23,18,18,18,23,28,42,49,45,45,45
2014/09/24,Tamshui,PM10,73,70,62,59,56,48,45,48,50,49,39,38,40,33,24,27,34,40,45,33,23,28,27,28
2014/09/25,Tamshui,PM10,32,33,33,32,28,29,33,35,44,43,34,34,34,28,27,29,28,27,27,28,29,34,38,34
2014/09/26,Tamshui,PM10,35,35,34,35,42,46,40,31,34,43,45,44,44,48,46,48,50,53,53,48,44,44,42,39
2014/09/27,Tamshui,PM10,38,35,37,39,39,38,43,44,46,55,59,53,44,44,45,44,45,46,45,43,40,43,46,45
2014/09/28,Tamshui,PM10,43,40,35,32,35,42,44,48,53,49,44,42,33,34,37,37,39,39,40,38,34,35,37,38
2014/09/29,Tamshui,PM10,39,38,39,35,33,38,39,39,46,68,78,68,66,64,56,49,49,60,59,57,62,57,57,62
2014/10/01,Tamshui,PM10,33,37,34,34,33,32,31,32,31,31,35,38,38,40,39,40,39,34,35,39,39,37,38,42
2014/10/02,Tamshui,PM10,45,42,39,39,37,33,33,37,38,38,37,34,35,33,34,39,40,37,45,55,56,54,59,61
2014/10/03,Tamshui,PM10,59,51,49,48,45,46,50,59,65,65,56,51,53,51,49,59,77,82,72,67,73,82,88,87
2014/10/04,Tamshui,PM10,84,78,57,46,43,37,38,38,40,50,50,45,51,53,51,50,53,57,55,51,55,56,56,57
2014/10/05,Tamshui,PM10,60,57,54,53,53,48,46,49,53,54,55,60,61,64,65,62,65,70,68,64,62,70,71,73
2014/10/06,Tamshui,PM10,79,78,76,83,94,104,98,86,82,81,77,76,76,70,68,72,75,71,64,62,72,82,82,73
2014/10/07,Tamshui,PM10,67,59,54,48,42,45,48,50,51,43,40,40,38,38,38,45,45,37,39,44,43,42,38,31
2014/10/08,Tamshui,PM10,31,33,32,35,40,38,39,44,49,49,50,51,51,54,48,46,51,48,45,44,42,42,43,45
2014/10/10,Tamshui,PM10,56,53,49,48,48,49,48,48,50,53,50,42,37,35,43,49,48,51,48,49,57,56,51,49
2014/10/11,Tamshui,PM10,55,60,61,65,62,56,54,56,56,59,62,68,71,68,70,72,67,66,70,70,70,71,70,67
2014/10/12,Tamshui,PM10,66,65,70,73,65,59,56,56,56,56,57,56,55,56,54,54,55,98,104,54,53,59,51,55
2014/10/13,Tamshui,PM10,57,59,59,56,59,54,51,57,65,76,76,76,75,71,71,67,68,76,78,77,82,84,88,88
2014/10/14,Tamshui,PM10,81,83,88,87,84,84,77,68,71,72,70,71,71,71,78,82,87,93,93,92,84,81,79,72
2014/10/15,Tamshui,PM10,65,62,60,56,57,55,57,62,72,86,90,92,90,93,93,90,94,98,89,81,79,81,78,72
2014/10/17,Tamshui,PM10,33,34,35,31,24,26,31,38,40,35,35,38,40,49,53,49,44,42,46,53,59,64,62,60
2014/10/18,Tamshui,PM10,60,59,59,53,53,57,62,70,67,62,59,57,57,55,57,57,57,59,53,49,49,48,43,40
2014/10/19,Tamshui,PM10,39,34,34,38,35,38,43,45,46,45,43,38,33,32,33,31,24,21,21,21,26,27,28,32
2014/10/20,Tamshui,PM10,31,28,27,26,26,26,27,31,37,44,45,46,51,50,45,46,50,51,59,56,51,45,34,29
2014/10/22,Tamshui,PM10,67,59,55,55,51,51,56,62,65,61,49,38,33,31,32,32,32,38,38,40,46,48,49,49
2014/10/23,Tamshui,PM10,48,46,42,39,37,35,35,40,38,32,34,35,33,32,34,32,32,34,34,33,33,32,27,24
2014/10/24,Tamshui,PM10,27,31,28,24,22,22,33,38,33,35,34,26,21,21,23,29,31,32,35,34,34,33,33,31
2014/10/25,Tamshui,PM10,29,32,27,21,21,22,23,22,22,22,21,20,15,15,16,17,20,21,28,32,29,28,24,23
2014/10/26,Tamshui,PM10,26,27,27,27,26,27,24,31,35,34,38,35,32,33,35,38,43,42,44,45,35,38,44,40
2014/10/27,Tamshui,PM10,38,34,37,39,32,28,27,28,27,29,32,35,48,49,50,53,57,62,62,62,60,51,40,35
2014/10/29,Tamshui,PM10,48,51,51,48,44,42,42,48,50,50,48,45,48,46,44,49,50,56,61,57,57,54,54,53
2014/10/30,Tamshui,PM10,51,49,49,51,46,43,40,40,45,43,40,38,38,39,38,40,39,33,31,29,29,28,31,35
2014/10/31,Tamshui,PM10,32,28,27,29,29,27,26,32,32,33,38,42,61,70,57,51,53,57,51,37,29,31,33,26
2014/11/01,Tamshui,PM10,21,27,38,59,75,73,64,65,70,83,81,60,39,23,24,29,31,32,29,31,26,21,21,15
2014/11/02,Tamshui,PM10,16,20,16,16,22,33,37,35,32,28,24,23,23,21,33,49,50,57,68,66,64,64,61,64
2014/11/03,Tamshui,PM10,68,67,64,62,67,71,75,81,86,89,82,79,78,76,71,59,48,43,49,50,46,45,39,34
2014/11/05,Tamshui,PM10,26,23,21,21,20,22,20,26,35,37,37,35,34,34,33,33,33,32,32,32,32,37,40,37
2014/11/06,Tamshui,PM10,37,39,37,31,29,31,32,37,44,49,49,43,35,31,28,31,34,32,27,28,33,33,33,35
2014/11/07,Tamshui,PM10,40,40,39,37,35,38,40,43,43,39,37,38,39,40,44,43,42,42,42,42,38,39,40,39
2014/11/08,Tamshui,PM10,39,42,44,40,34,32,34,34,34,37,35,35,40,45,49,48,50,66,64,46,42,42,42,40
2014/11/09,Tamshui,PM10,39,42,39,37,31,27,29,28,31,33,27,23,24,22,23,26,27,27,22,23,28,34,33,33
2014/11/10,Tamshui,PM10,33,29,27,26,27,27,29,32,32,31,32,32,33,32,31,32,35,40,42,45,48,49,49,45
2014/11/12,Tamshui,PM10,34,35,33,31,28,28,29,34,38,40,40,40,40,43,40,38,43,51,62,67,62,56,57,66
2014/11/13,Tamshui,PM10,75,76,75,81,82,76,71,65,56,53,56,66,75,76,73,70,60,51,48,45,46,48,45,45
2014/11/14,Tamshui,PM10,50,53,48,44,42,32,26,28,31,38,43,38,26,21,24,24,23,27,27,27,27,23,22,27
2014/11/15,Tamshui,PM10,29,27,27,28,32,27,22,22,23,23,24,34,33,26,24,22,27,31,28,24,21,21,20,18
2014/11/16,Tamshui,PM10,17,22,24,23,20,18,20,22,32,39,35,24,17,21,23,24,23,28,38,43,33,23,26,31
2014/11/17,Tamshui,PM10,28,18,16,15,18,22,23,22,23,27,27,28,35,43,45,46,43,46,59,65,78,88,81,70
2014/11/19,Tamshui,PM10,34,35,35,34,32,31,35,34,32,33,34,38,34,31,32,33,29,29,31,29,26,22,23,24
2014/11/20,Tamshui,PM10,28,24,21,24,21,20,23,21,20,18,18,22,23,23,22,23,24,24,26,27,34,32,22,20
2014/11/21,Tamshui,PM10,21,24,21,21,22,22,27,38,44,38,32,32,28,26,27,27,28,31,37,43,40,38,32,22
2014/11/22,Tamshui,PM10,22,23,22,18,20,24,22,26,40,44,34,27,26,28,29,31,32,39,38,28,29,28,21,21
2014/11/23,Tamshui,PM10,22,26,32,26,22,17,11,17,22,21,20,18,16,21,24,24,24,21,18,18,20,22,23,23
2014/11/24,Tamshui,PM10,18,13,17,18,18,22,27,26,34,49,44,60,106,111,93,84,71,66,70,77,73,68,72,82
2014/11/26,Tamshui,PM10,70,65,55,50,59,57,40,38,42,39,40,40,42,40,39,42,43,43,43,39,38,39,38,38
2014/11/27,Tamshui,PM10,39,37,33,37,39,33,27,26,29,29,31,26,20,22,24,24,31,33,29,29,29,22,16,17
2014/11/28,Tamshui,PM10,18,22,22,21,27,32,42,49,55,60,65,70,72,77,70,60,54,45,42,43,50,59,53,51
2014/11/29,Tamshui,PM10,60,55,45,39,38,39,38,45,50,51,48,39,37,40,39,37,42,42,40,46,48,44,53,64
2014/11/30,Tamshui,PM10,73,86,89,71,42,37,42,49,48,39,51,62,71,77,75,75,65,65,54,42,49,44,48,48
2014/12/01,Tamshui,PM10,31,24,23,18,20,20,18,23,32,40,46,53,60,71,84,94,90,94,104,101,103,106,110,104
2014/12/03,Tamshui,PM10,38,32,32,29,23,26,31,28,24,27,26,32,31,23,38,50,53,59,60,62,64,62,55,48
2014/12/05,Tamshui,PM10,66,61,64,66,64,64,70,76,78,77,75,66,64,64,65,68,71,75,72,67,66,66,62,59
2014/12/06,Tamshui,PM10,54,49,42,35,33,32,33,35,39,40,39,34,37,46,45,39,37,34,35,38,37,34,39,39
2014/12/07,Tamshui,PM10,40,37,32,35,37,37,35,38,39,39,39,37,34,34,35,38,39,39,40,43,42,37,33,29
2014/12/08,Tamshui,PM10,27,29,24,22,26,21,24,35,39,38,32,32,49,65,73,78,82,82,79,75,68,65,59,60
2014/12/10,Tamshui,PM10,18,18,21,28,33,31,23,24,24,33,56,67,56,39,35,33,34,35,34,31,29,34,35,31
2014/12/11,Tamshui,PM10,28,24,23,22,21,28,39,39,33,29,31,33,31,33,35,35,44,48,42,42,43,46,54,48
2014/12/12,Tamshui,PM10,39,38,35,37,38,42,49,56,70,88,101,116,122,132,142,136,132,126,114,99,87,87,90,77
2014/12/13,Tamshui,PM10,66,67,76,92,92,83,84,88,89,92,92,83,78,78,78,81,88,92,93,93,88,82,77,76
2014/12/14,Tamshui,PM10,71,62,57,53,48,48,44,38,43,45,38,35,34,33,35,40,46,42,34,35,32,29,26,22
2014/12/15,Tamshui,PM10,20,24,28,37,40,38,37,40,50,61,65,56,45,38,40,44,43,48,51,49,49,50,45,42
2014/12/17,Tamshui,PM10,98,98,99,103,100,104,105,83,71,66,57,60,59,60,64,57,55,55,50,49,50,49,50,50
2014/12/18,Tamshui,PM10,56,61,64,61,54,53,53,50,46,43,44,46,46,49,46,40,37,33,28,27,29,28,23,22
2014/12/19,Tamshui,PM10,20,17,18,18,17,18,18,20,26,29,29,27,31,51,65,57,51,49,48,45,37,24,21,23
2014/12/20,Tamshui,PM10,26,28,27,22,26,37,42,48,60,64,65,61,55,56,60,65,65,67,68,62,62,65,66,70
2014/12/21,Tamshui,PM10,66,66,73,73,68,70,65,61,61,55,51,50,46,48,48,50,48,46,50,54,61,66,72,79
2014/12/22,Tamshui,PM10,86,94,100,100,93,78,75,72,66,68,70,65,61,70,72,70,67,67,65,62,56,53,54,54
2014/12/23,Tamshui,PM10,46,42,40,40,42,42,43,44,44,43,43,42,42,61,78,82,87,94,89,83,89,81,73,79
2014/12/24,Tamshui,PM10,92,90,72,71,84,89,92,98,97,90,77,64,59,54,55,51,46,51,60,60,62,71,73,72
2014/12/25,Tamshui,PM10,75,73,75,75,72,73,71,65,65,66,65,66,68,72,70,67,65,60,60,66,72,68,64,65
2014/12/26,Tamshui,PM10,64,55,38,31,33,38,42,40,40,40,43,40,40,39,35,40,39,31,31,33,34,34,31,32
2014/12/27,Tamshui,PM10,35,38,37,34,35,33,32,29,33,34,27,24,24,23,23,23,24,27,28,23,20,21,23,22
2014/12/28,Tamshui,PM10,21,20,22,26,26,23,21,23,26,31,31,31,31,28,31,38,45,45,45,56,61,65,71,67
2014/12/29,Tamshui,PM10,62,56,51,56,62,71,72,78,87,77,68,65,61,57,56,60,67,76,78,68,62,65,67,66
2014/12/31,Tamshui,PM10,57,61,62,55,51,49,49,51,55,70,73,61,56,56,50,42,35,39,49,55,54,55,84,130
