Season,Dummy,DateStation,Item,Day00,Day01,Day02,Day03,Day04,Day05,Day06,Day07,Day08,Day09,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23
Summer,1000,2014/07/27Tamshui,PM10,24.0,26.0,27.0,31.0,29.0,34.0,42.0,45.0,35.0,27.0,32.0,34.0,33.0,33.0,33.0,27.0,21.0,18.0,22.0,20.0,15.0,11.0,11.0,15.0
Summer,1000,2014/07/28Tamshui,PM10,20.0,22.0,23.0,28.0,27.0,21.0,24.0,26.0,26.0,23.0,22.0,28.0,29.0,27.0,26.0,26.0,24.0,24.0,22.0,20.0,18.0,13.0,17.0,23.0
Summer,1000,2014/07/30Tamshui,PM10,16.0,17.0,21.0,18.0,16.0,17.0,21.0,23.0,21.0,20.0,16.0,15.0,17.0,18.0,21.0,22.0,24.0,29.0,32.0,32.0,32.0,32.0,35.0,35.0
Summer,1000,2014/07/31Tamshui,PM10,34.0,29.0,26.0,23.0,20.0,18.0,16.0,22.0,24.0,18.0,23.0,28.0,27.0,27.0,29.0,34.0,35.0,34.0,37.0,39.0,40.0,42.0,37.0,34.0
Summer,1000,2014/08/01Tamshui,PM10,37.0,45.0,48.0,48.0,37.0,44.0,46.0,40.0,42.0,51.0,57.0,61.0,73.0,89.0,87.0,73.0,73.0,76.0,67.0,65.0,68.0,72.0,79.0,77.0
Summer,1000,2014/08/02Tamshui,PM10,66.0,56.0,51.0,49.0,48.0,48.0,44.0,44.0,45.0,43.0,44.0,66.0,95.0,95.0,72.0,49.0,40.0,38.0,37.0,48.0,53.0,49.0,50.0,51.0
Summer,1000,2014/08/03Tamshui,PM10,50.0,46.0,43.0,44.0,45.0,43.0,45.0,45.0,45.0,45.0,49.0,50.0,49.0,38.0,31.0,33.0,32.0,37.0,42.0,48.0,53.0,51.0,54.0,55.0
Summer,1000,2014/08/04Tamshui,PM10,56.0,51.0,46.0,46.0,46.0,48.0,44.0,48.0,55.0,49.0,44.0,42.0,33.0,33.0,37.0,39.0,38.0,34.0,33.0,29.0,28.0,32.0,37.0,35.0
Summer,1000,2014/08/06Tamshui,PM10,35.0,39.0,40.0,33.0,26.0,26.0,28.0,29.0,28.0,31.0,32.0,26.0,22.0,21.0,21.0,22.0,24.0,26.0,31.0,34.0,38.0,44.0,49.0,50.0
Summer,1000,2014/08/07Tamshui,PM10,43.0,40.0,46.0,44.0,43.0,46.0,49.0,46.0,40.0,35.0,34.0,34.0,29.0,27.0,22.0,17.0,13.0,12.0,20.0,28.0,29.0,32.0,31.0,28.0
Summer,1000,2014/08/08Tamshui,PM10,31.0,29.0,28.0,35.0,37.0,32.0,31.0,29.0,31.0,29.0,27.0,22.0,20.0,18.0,18.0,26.0,28.0,26.0,26.0,27.0,31.0,37.0,35.0,35.0
Summer,1000,2014/08/09Tamshui,PM10,34.0,32.0,34.0,32.0,31.0,31.0,26.0,22.0,22.0,24.0,29.0,33.0,28.0,29.0,29.0,28.0,31.0,33.0,42.0,43.0,34.0,32.0,37.0,34.0
Summer,1000,2014/08/10Tamshui,PM10,27.0,23.0,22.0,21.0,21.0,21.0,22.0,22.0,20.0,24.0,27.0,35.0,43.0,48.0,46.0,40.0,50.0,61.0,60.0,46.0,35.0,34.0,35.0,37.0
Summer,1000,2014/08/11Tamshui,PM10,32.0,27.0,26.0,26.0,23.0,22.0,23.0,22.0,28.0,34.0,35.0,34.0,31.0,32.0,38.0,40.0,39.0,38.0,31.0,24.0,26.0,28.0,32.0,33.0
Summer,1000,2014/08/13Tamshui,PM10,28.0,28.0,28.0,24.0,16.0,17.0,26.0,26.0,23.0,26.0,24.0,31.0,37.0,35.0,35.0,35.0,32.0,27.0,27.0,26.0,24.0,29.0,32.0,29.0
Summer,1000,2014/08/14Tamshui,PM10,29.0,23.0,21.0,26.0,27.0,23.0,23.0,29.0,31.0,26.0,32.0,48.0,53.0,43.0,38.0,39.0,35.0,32.0,31.0,32.0,32.0,26.0,28.0,45.0
Summer,1000,2014/08/15Tamshui,PM10,49.0,39.0,35.0,33.0,34.0,38.0,37.0,37.0,35.0,37.0,39.0,45.0,60.0,60.0,46.0,42.0,43.0,44.0,43.0,39.0,35.0,43.0,44.0,38.0
Summer,1000,2014/08/16Tamshui,PM10,42.0,42.0,37.0,32.0,27.0,27.0,31.0,31.0,33.0,38.0,39.0,37.0,38.0,40.0,38.0,35.0,37.0,40.0,45.0,43.0,33.0,29.0,24.0,28.0
Summer,1000,2014/08/17Tamshui,PM10,38.0,40.0,38.0,39.0,48.0,45.0,38.0,42.0,43.0,43.0,42.0,46.0,57.0,57.0,51.0,46.0,40.0,46.0,61.0,66.0,61.0,62.0,59.0,53.0
Summer,1000,2014/08/18Tamshui,PM10,43.0,34.0,31.0,33.0,43.0,40.0,32.0,33.0,35.0,38.0,40.0,37.0,40.0,46.0,48.0,50.0,54.0,54.0,48.0,32.0,21.0,22.0,26.0,29.0
Summer,1000,2014/08/20Tamshui,PM10,40.0,44.0,43.0,39.0,35.0,35.0,40.0,37.0,33.0,38.0,38.0,44.0,44.0,39.0,38.0,39.0,38.0,34.0,37.0,44.0,50.0,51.0,49.0,51.0
Summer,1000,2014/08/21Tamshui,PM10,53.0,51.0,49.0,42.0,32.0,29.0,35.0,35.0,38.0,34.0,37.0,38.0,29.0,29.0,33.0,29.0,23.0,27.0,31.0,32.0,34.0,33.0,32.0,28.0
Summer,1000,2014/08/22Tamshui,PM10,28.0,35.0,38.0,33.0,29.0,29.0,29.0,31.0,37.0,40.0,43.0,40.0,33.0,43.0,48.0,37.0,35.0,43.0,34.0,23.0,26.0,29.0,26.0,29.0
Summer,1000,2014/08/23Tamshui,PM10,37.0,48.0,46.0,34.0,28.0,27.0,24.0,27.0,34.0,38.0,35.0,32.0,31.0,33.0,39.0,37.0,44.0,45.0,38.0,44.0,48.0,45.0,43.0,40.0
Summer,1000,2014/08/24Tamshui,PM10,42.0,44.0,44.0,40.0,42.0,40.0,38.0,39.0,38.0,39.0,39.0,34.0,24.0,27.0,31.0,27.0,32.0,34.0,29.0,26.0,29.0,37.0,38.0,38.0
Summer,1000,2014/08/25Tamshui,PM10,40.0,43.0,42.0,40.0,39.0,43.0,45.0,44.0,44.0,44.0,42.0,34.0,26.0,23.0,22.0,18.0,24.0,35.0,42.0,46.0,55.0,54.0,49.0,51.0
Summer,1000,2014/08/27Tamshui,PM10,16.0,21.0,23.0,22.0,20.0,16.0,16.0,20.0,23.0,23.0,40.0,62.0,61.0,53.0,54.0,54.0,53.0,49.0,46.0,53.0,56.0,59.0,59.0,57.0
Summer,1000,2014/08/28Tamshui,PM10,50.0,50.0,55.0,54.0,48.0,39.0,40.0,40.0,46.0,50.0,49.0,55.0,54.0,54.0,55.0,53.0,57.0,60.0,59.0,49.0,29.0,23.0,23.0,21.0
Summer,1000,2014/08/29Tamshui,PM10,22.0,26.0,29.0,35.0,43.0,40.0,44.0,43.0,48.0,55.0,46.0,42.0,32.0,22.0,20.0,21.0,23.0,26.0,23.0,17.0,18.0,21.0,23.0,24.0
Summer,1000,2014/08/30Tamshui,PM10,26.0,24.0,23.0,23.0,20.0,28.0,33.0,28.0,48.0,67.0,62.0,57.0,51.0,50.0,53.0,50.0,43.0,34.0,27.0,20.0,18.0,23.0,34.0,45.0
Summer,1000,2014/08/31Tamshui,PM10,49.0,45.0,39.0,38.0,39.0,42.0,49.0,50.0,44.0,46.0,50.0,46.0,42.0,42.0,39.0,44.0,48.0,46.0,46.0,46.0,49.0,50.0,49.0,46.0
Autumn,1000,2014/09/01Tamshui,PM10,46.0,43.0,43.0,44.0,43.0,46.0,57.0,56.0,38.0,37.0,39.0,33.0,33.0,35.0,34.0,23.0,24.0,28.0,31.0,35.0,38.0,39.0,40.0,40.0
Autumn,1000,2014/09/03Tamshui,PM10,39.0,35.0,37.0,40.0,40.0,40.0,43.0,49.0,48.0,43.0,48.0,43.0,32.0,26.0,27.0,29.0,32.0,34.0,43.0,51.0,49.0,46.0,37.0,29.0
Autumn,1000,2014/09/04Tamshui,PM10,34.0,33.0,27.0,22.0,20.0,23.0,27.0,32.0,29.0,31.0,34.0,34.0,34.0,38.0,37.0,32.0,31.0,27.0,31.0,37.0,39.0,33.0,26.0,29.0
Autumn,1000,2014/09/05Tamshui,PM10,38.0,34.0,23.0,21.0,23.0,26.0,29.0,32.0,23.0,17.0,18.0,16.0,12.0,11.0,21.0,23.0,18.0,18.0,17.0,22.0,21.0,21.0,24.0,21.0
Autumn,1000,2014/09/06Tamshui,PM10,17.0,18.0,20.0,20.0,18.0,18.0,22.0,20.0,18.0,18.0,18.0,20.0,20.0,21.0,21.0,20.0,18.0,17.0,17.0,26.0,31.0,28.0,28.0,28.0
Autumn,1000,2014/09/07Tamshui,PM10,28.0,24.0,20.0,20.0,21.0,17.0,18.0,21.0,20.0,22.0,26.0,24.0,26.0,27.0,28.0,24.0,24.0,32.0,40.0,32.0,24.0,32.0,38.0,35.0
Autumn,1000,2014/09/08Tamshui,PM10,35.0,45.0,54.0,53.0,51.0,48.0,40.0,42.0,45.0,43.0,40.0,34.0,28.0,24.0,21.0,20.0,17.0,18.0,20.0,24.0,31.0,31.0,29.0,29.0
Autumn,1000,2014/09/10Tamshui,PM10,48.0,50.0,39.0,34.0,33.0,33.0,35.0,35.0,38.0,45.0,53.0,44.0,29.0,22.0,21.0,22.0,27.0,31.0,44.0,53.0,50.0,49.0,50.0,48.0
Autumn,1000,2014/09/11Tamshui,PM10,39.0,32.0,31.0,33.0,32.0,28.0,28.0,33.0,33.0,32.0,38.0,40.0,34.0,33.0,33.0,39.0,49.0,44.0,27.0,17.0,18.0,18.0,18.0,18.0
Autumn,1000,2014/09/12Tamshui,PM10,16.0,17.0,17.0,15.0,16.0,17.0,13.0,16.0,28.0,46.0,57.0,51.0,43.0,37.0,34.0,35.0,37.0,38.0,39.0,35.0,37.0,42.0,43.0,44.0
Autumn,1000,2014/09/13Tamshui,PM10,42.0,39.0,33.0,27.0,23.0,21.0,21.0,23.0,23.0,23.0,24.0,24.0,21.0,22.0,27.0,26.0,29.0,24.0,23.0,27.0,27.0,32.0,37.0,37.0
Autumn,1000,2014/09/14Tamshui,PM10,29.0,27.0,29.0,24.0,20.0,23.0,28.0,28.0,23.0,21.0,21.0,18.0,16.0,22.0,26.0,22.0,20.0,21.0,23.0,31.0,28.0,22.0,20.0,20.0
Autumn,1000,2014/09/15Tamshui,PM10,20.0,16.0,15.0,16.0,17.0,16.0,17.0,23.0,34.0,37.0,40.0,48.0,38.0,31.0,32.0,29.0,31.0,32.0,31.0,27.0,27.0,28.0,28.0,28.0
Autumn,1000,2014/09/16Tamshui,PM10,27.0,26.0,26.0,24.0,22.0,22.0,20.0,24.0,33.0,34.0,48.0,64.0,60.0,64.0,72.0,67.0,66.0,72.0,77.0,72.0,68.0,64.0,59.0,64.0
Autumn,1000,2014/09/18Tamshui,PM10,37.0,34.0,32.0,34.0,31.0,24.0,26.0,33.0,37.0,31.0,28.0,28.0,23.0,22.0,22.0,21.0,28.0,33.0,29.0,27.0,29.0,26.0,22.0,24.0
Autumn,1000,2014/09/19Tamshui,PM10,26.0,22.0,22.0,24.0,21.0,24.0,31.0,32.0,31.0,31.0,33.0,32.0,32.0,32.0,32.0,42.0,40.0,33.0,28.0,16.0,11.0,11.0,15.0,16.0
Autumn,1000,2014/09/20Tamshui,PM10,20.0,22.0,20.0,22.0,21.0,21.0,17.0,17.0,23.0,21.0,20.0,21.0,18.0,24.0,24.0,20.0,23.0,27.0,26.0,17.0,21.0,26.0,22.0,27.0
Autumn,1000,2014/09/22Tamshui,PM10,27.0,27.0,24.0,23.0,24.0,23.0,26.0,26.0,22.0,16.0,11.0,17.0,29.0,23.0,18.0,18.0,18.0,23.0,28.0,42.0,49.0,45.0,45.0,45.0
Autumn,1000,2014/09/24Tamshui,PM10,73.0,70.0,62.0,59.0,56.0,48.0,45.0,48.0,50.0,49.0,39.0,38.0,40.0,33.0,24.0,27.0,34.0,40.0,45.0,33.0,23.0,28.0,27.0,28.0
Autumn,1000,2014/09/25Tamshui,PM10,32.0,33.0,33.0,32.0,28.0,29.0,33.0,35.0,44.0,43.0,34.0,34.0,34.0,28.0,27.0,29.0,28.0,27.0,27.0,28.0,29.0,34.0,38.0,34.0
Autumn,1000,2014/09/26Tamshui,PM10,35.0,35.0,34.0,35.0,42.0,46.0,40.0,31.0,34.0,43.0,45.0,44.0,44.0,48.0,46.0,48.0,50.0,53.0,53.0,48.0,44.0,44.0,42.0,39.0
Autumn,1000,2014/09/27Tamshui,PM10,38.0,35.0,37.0,39.0,39.0,38.0,43.0,44.0,46.0,55.0,59.0,53.0,44.0,44.0,45.0,44.0,45.0,46.0,45.0,43.0,40.0,43.0,46.0,45.0
Autumn,1000,2014/09/28Tamshui,PM10,43.0,40.0,35.0,32.0,35.0,42.0,44.0,48.0,53.0,49.0,44.0,42.0,33.0,34.0,37.0,37.0,39.0,39.0,40.0,38.0,34.0,35.0,37.0,38.0
Autumn,1000,2014/09/29Tamshui,PM10,39.0,38.0,39.0,35.0,33.0,38.0,39.0,39.0,46.0,68.0,78.0,68.0,66.0,64.0,56.0,49.0,49.0,60.0,59.0,57.0,62.0,57.0,57.0,62.0
Autumn,1000,2014/10/01Tamshui,PM10,33.0,37.0,34.0,34.0,33.0,32.0,31.0,32.0,31.0,31.0,35.0,38.0,38.0,40.0,39.0,40.0,39.0,34.0,35.0,39.0,39.0,37.0,38.0,42.0
Autumn,1000,2014/10/02Tamshui,PM10,45.0,42.0,39.0,39.0,37.0,33.0,33.0,37.0,38.0,38.0,37.0,34.0,35.0,33.0,34.0,39.0,40.0,37.0,45.0,55.0,56.0,54.0,59.0,61.0
Autumn,1000,2014/10/03Tamshui,PM10,59.0,51.0,49.0,48.0,45.0,46.0,50.0,59.0,65.0,65.0,56.0,51.0,53.0,51.0,49.0,59.0,77.0,82.0,72.0,67.0,73.0,82.0,88.0,87.0
Autumn,1000,2014/10/04Tamshui,PM10,84.0,78.0,57.0,46.0,43.0,37.0,38.0,38.0,40.0,50.0,50.0,45.0,51.0,53.0,51.0,50.0,53.0,57.0,55.0,51.0,55.0,56.0,56.0,57.0
Autumn,1000,2014/10/05Tamshui,PM10,60.0,57.0,54.0,53.0,53.0,48.0,46.0,49.0,53.0,54.0,55.0,60.0,61.0,64.0,65.0,62.0,65.0,70.0,68.0,64.0,62.0,70.0,71.0,73.0
Autumn,1000,2014/10/06Tamshui,PM10,79.0,78.0,76.0,83.0,94.0,104.0,98.0,86.0,82.0,81.0,77.0,76.0,76.0,70.0,68.0,72.0,75.0,71.0,64.0,62.0,72.0,82.0,82.0,73.0
Autumn,1000,2014/10/07Tamshui,PM10,67.0,59.0,54.0,48.0,42.0,45.0,48.0,50.0,51.0,43.0,40.0,40.0,38.0,38.0,38.0,45.0,45.0,37.0,39.0,44.0,43.0,42.0,38.0,31.0
Autumn,1000,2014/10/08Tamshui,PM10,31.0,33.0,32.0,35.0,40.0,38.0,39.0,44.0,49.0,49.0,50.0,51.0,51.0,54.0,48.0,46.0,51.0,48.0,45.0,44.0,42.0,42.0,43.0,45.0
Autumn,1000,2014/10/10Tamshui,PM10,56.0,53.0,49.0,48.0,48.0,49.0,48.0,48.0,50.0,53.0,50.0,42.0,37.0,35.0,43.0,49.0,48.0,51.0,48.0,49.0,57.0,56.0,51.0,49.0
Autumn,1000,2014/10/11Tamshui,PM10,55.0,60.0,61.0,65.0,62.0,56.0,54.0,56.0,56.0,59.0,62.0,68.0,71.0,68.0,70.0,72.0,67.0,66.0,70.0,70.0,70.0,71.0,70.0,67.0
Autumn,1000,2014/10/12Tamshui,PM10,66.0,65.0,70.0,73.0,65.0,59.0,56.0,56.0,56.0,56.0,57.0,56.0,55.0,56.0,54.0,54.0,55.0,98.0,104.0,54.0,53.0,59.0,51.0,55.0
Autumn,1000,2014/10/13Tamshui,PM10,57.0,59.0,59.0,56.0,59.0,54.0,51.0,57.0,65.0,76.0,76.0,76.0,75.0,71.0,71.0,67.0,68.0,76.0,78.0,77.0,82.0,84.0,88.0,88.0
Autumn,1000,2014/10/14Tamshui,PM10,81.0,83.0,88.0,87.0,84.0,84.0,77.0,68.0,71.0,72.0,70.0,71.0,71.0,71.0,78.0,82.0,87.0,93.0,93.0,92.0,84.0,81.0,79.0,72.0
Autumn,1000,2014/10/15Tamshui,PM10,65.0,62.0,60.0,56.0,57.0,55.0,57.0,62.0,72.0,86.0,90.0,92.0,90.0,93.0,93.0,90.0,94.0,98.0,89.0,81.0,79.0,81.0,78.0,72.0
Autumn,1000,2014/10/17Tamshui,PM10,33.0,34.0,35.0,31.0,24.0,26.0,31.0,38.0,40.0,35.0,35.0,38.0,40.0,49.0,53.0,49.0,44.0,42.0,46.0,53.0,59.0,64.0,62.0,60.0
Autumn,1000,2014/10/18Tamshui,PM10,60.0,59.0,59.0,53.0,53.0,57.0,62.0,70.0,67.0,62.0,59.0,57.0,57.0,55.0,57.0,57.0,57.0,59.0,53.0,49.0,49.0,48.0,43.0,40.0
Autumn,1000,2014/10/19Tamshui,PM10,39.0,34.0,34.0,38.0,35.0,38.0,43.0,45.0,46.0,45.0,43.0,38.0,33.0,32.0,33.0,31.0,24.0,21.0,21.0,21.0,26.0,27.0,28.0,32.0
Autumn,1000,2014/10/20Tamshui,PM10,31.0,28.0,27.0,26.0,26.0,26.0,27.0,31.0,37.0,44.0,45.0,46.0,51.0,50.0,45.0,46.0,50.0,51.0,59.0,56.0,51.0,45.0,34.0,29.0
Autumn,1000,2014/10/22Tamshui,PM10,67.0,59.0,55.0,55.0,51.0,51.0,56.0,62.0,65.0,61.0,49.0,38.0,33.0,31.0,32.0,32.0,32.0,38.0,38.0,40.0,46.0,48.0,49.0,49.0
Autumn,1000,2014/10/23Tamshui,PM10,48.0,46.0,42.0,39.0,37.0,35.0,35.0,40.0,38.0,32.0,34.0,35.0,33.0,32.0,34.0,32.0,32.0,34.0,34.0,33.0,33.0,32.0,27.0,24.0
Autumn,1000,2014/10/24Tamshui,PM10,27.0,31.0,28.0,24.0,22.0,22.0,33.0,38.0,33.0,35.0,34.0,26.0,21.0,21.0,23.0,29.0,31.0,32.0,35.0,34.0,34.0,33.0,33.0,31.0
Autumn,1000,2014/10/25Tamshui,PM10,29.0,32.0,27.0,21.0,21.0,22.0,23.0,22.0,22.0,22.0,21.0,20.0,15.0,15.0,16.0,17.0,20.0,21.0,28.0,32.0,29.0,28.0,24.0,23.0
Autumn,1000,2014/10/26Tamshui,PM10,26.0,27.0,27.0,27.0,26.0,27.0,24.0,31.0,35.0,34.0,38.0,35.0,32.0,33.0,35.0,38.0,43.0,42.0,44.0,45.0,35.0,38.0,44.0,40.0
Autumn,1000,2014/10/27Tamshui,PM10,38.0,34.0,37.0,39.0,32.0,28.0,27.0,28.0,27.0,29.0,32.0,35.0,48.0,49.0,50.0,53.0,57.0,62.0,62.0,62.0,60.0,51.0,40.0,35.0
Autumn,1000,2014/10/29Tamshui,PM10,48.0,51.0,51.0,48.0,44.0,42.0,42.0,48.0,50.0,50.0,48.0,45.0,48.0,46.0,44.0,49.0,50.0,56.0,61.0,57.0,57.0,54.0,54.0,53.0
Autumn,1000,2014/10/30Tamshui,PM10,51.0,49.0,49.0,51.0,46.0,43.0,40.0,40.0,45.0,43.0,40.0,38.0,38.0,39.0,38.0,40.0,39.0,33.0,31.0,29.0,29.0,28.0,31.0,35.0
Autumn,1000,2014/10/31Tamshui,PM10,32.0,28.0,27.0,29.0,29.0,27.0,26.0,32.0,32.0,33.0,38.0,42.0,61.0,70.0,57.0,51.0,53.0,57.0,51.0,37.0,29.0,31.0,33.0,26.0
Autumn,1000,2014/11/01Tamshui,PM10,21.0,27.0,38.0,59.0,75.0,73.0,64.0,65.0,70.0,83.0,81.0,60.0,39.0,23.0,24.0,29.0,31.0,32.0,29.0,31.0,26.0,21.0,21.0,15.0
Autumn,1000,2014/11/02Tamshui,PM10,16.0,20.0,16.0,16.0,22.0,33.0,37.0,35.0,32.0,28.0,24.0,23.0,23.0,21.0,33.0,49.0,50.0,57.0,68.0,66.0,64.0,64.0,61.0,64.0
Autumn,1000,2014/11/03Tamshui,PM10,68.0,67.0,64.0,62.0,67.0,71.0,75.0,81.0,86.0,89.0,82.0,79.0,78.0,76.0,71.0,59.0,48.0,43.0,49.0,50.0,46.0,45.0,39.0,34.0
Autumn,1000,2014/11/05Tamshui,PM10,26.0,23.0,21.0,21.0,20.0,22.0,20.0,26.0,35.0,37.0,37.0,35.0,34.0,34.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,37.0,40.0,37.0
Autumn,1000,2014/11/06Tamshui,PM10,37.0,39.0,37.0,31.0,29.0,31.0,32.0,37.0,44.0,49.0,49.0,43.0,35.0,31.0,28.0,31.0,34.0,32.0,27.0,28.0,33.0,33.0,33.0,35.0
Autumn,1000,2014/11/07Tamshui,PM10,40.0,40.0,39.0,37.0,35.0,38.0,40.0,43.0,43.0,39.0,37.0,38.0,39.0,40.0,44.0,43.0,42.0,42.0,42.0,42.0,38.0,39.0,40.0,39.0
Autumn,1000,2014/11/08Tamshui,PM10,39.0,42.0,44.0,40.0,34.0,32.0,34.0,34.0,34.0,37.0,35.0,35.0,40.0,45.0,49.0,48.0,50.0,66.0,64.0,46.0,42.0,42.0,42.0,40.0
Autumn,1000,2014/11/09Tamshui,PM10,39.0,42.0,39.0,37.0,31.0,27.0,29.0,28.0,31.0,33.0,27.0,23.0,24.0,22.0,23.0,26.0,27.0,27.0,22.0,23.0,28.0,34.0,33.0,33.0
Autumn,1000,2014/11/10Tamshui,PM10,33.0,29.0,27.0,26.0,27.0,27.0,29.0,32.0,32.0,31.0,32.0,32.0,33.0,32.0,31.0,32.0,35.0,40.0,42.0,45.0,48.0,49.0,49.0,45.0
Autumn,1000,2014/11/12Tamshui,PM10,34.0,35.0,33.0,31.0,28.0,28.0,29.0,34.0,38.0,40.0,40.0,40.0,40.0,43.0,40.0,38.0,43.0,51.0,62.0,67.0,62.0,56.0,57.0,66.0
Autumn,1000,2014/11/13Tamshui,PM10,75.0,76.0,75.0,81.0,82.0,76.0,71.0,65.0,56.0,53.0,56.0,66.0,75.0,76.0,73.0,70.0,60.0,51.0,48.0,45.0,46.0,48.0,45.0,45.0
Autumn,1000,2014/11/14Tamshui,PM10,50.0,53.0,48.0,44.0,42.0,32.0,26.0,28.0,31.0,38.0,43.0,38.0,26.0,21.0,24.0,24.0,23.0,27.0,27.0,27.0,27.0,23.0,22.0,27.0
Autumn,1000,2014/11/15Tamshui,PM10,29.0,27.0,27.0,28.0,32.0,27.0,22.0,22.0,23.0,23.0,24.0,34.0,33.0,26.0,24.0,22.0,27.0,31.0,28.0,24.0,21.0,21.0,20.0,18.0
Autumn,1000,2014/11/16Tamshui,PM10,17.0,22.0,24.0,23.0,20.0,18.0,20.0,22.0,32.0,39.0,35.0,24.0,17.0,21.0,23.0,24.0,23.0,28.0,38.0,43.0,33.0,23.0,26.0,31.0
Autumn,1000,2014/11/17Tamshui,PM10,28.0,18.0,16.0,15.0,18.0,22.0,23.0,22.0,23.0,27.0,27.0,28.0,35.0,43.0,45.0,46.0,43.0,46.0,59.0,65.0,78.0,88.0,81.0,70.0
Autumn,1000,2014/11/19Tamshui,PM10,34.0,35.0,35.0,34.0,32.0,31.0,35.0,34.0,32.0,33.0,34.0,38.0,34.0,31.0,32.0,33.0,29.0,29.0,31.0,29.0,26.0,22.0,23.0,24.0
Autumn,1000,2014/11/20Tamshui,PM10,28.0,24.0,21.0,24.0,21.0,20.0,23.0,21.0,20.0,18.0,18.0,22.0,23.0,23.0,22.0,23.0,24.0,24.0,26.0,27.0,34.0,32.0,22.0,20.0
Autumn,1000,2014/11/21Tamshui,PM10,21.0,24.0,21.0,21.0,22.0,22.0,27.0,38.0,44.0,38.0,32.0,32.0,28.0,26.0,27.0,27.0,28.0,31.0,37.0,43.0,40.0,38.0,32.0,22.0
Autumn,1000,2014/11/22Tamshui,PM10,22.0,23.0,22.0,18.0,20.0,24.0,22.0,26.0,40.0,44.0,34.0,27.0,26.0,28.0,29.0,31.0,32.0,39.0,38.0,28.0,29.0,28.0,21.0,21.0
Autumn,1000,2014/11/23Tamshui,PM10,22.0,26.0,32.0,26.0,22.0,17.0,11.0,17.0,22.0,21.0,20.0,18.0,16.0,21.0,24.0,24.0,24.0,21.0,18.0,18.0,20.0,22.0,23.0,23.0
Autumn,1000,2014/11/24Tamshui,PM10,18.0,13.0,17.0,18.0,18.0,22.0,27.0,26.0,34.0,49.0,44.0,60.0,106.0,111.0,93.0,84.0,71.0,66.0,70.0,77.0,73.0,68.0,72.0,82.0
Autumn,1000,2014/11/26Tamshui,PM10,70.0,65.0,55.0,50.0,59.0,57.0,40.0,38.0,42.0,39.0,40.0,40.0,42.0,40.0,39.0,42.0,43.0,43.0,43.0,39.0,38.0,39.0,38.0,38.0
Autumn,1000,2014/11/27Tamshui,PM10,39.0,37.0,33.0,37.0,39.0,33.0,27.0,26.0,29.0,29.0,31.0,26.0,20.0,22.0,24.0,24.0,31.0,33.0,29.0,29.0,29.0,22.0,16.0,17.0
Autumn,1000,2014/11/28Tamshui,PM10,18.0,22.0,22.0,21.0,27.0,32.0,42.0,49.0,55.0,60.0,65.0,70.0,72.0,77.0,70.0,60.0,54.0,45.0,42.0,43.0,50.0,59.0,53.0,51.0
Autumn,1000,2014/11/29Tamshui,PM10,60.0,55.0,45.0,39.0,38.0,39.0,38.0,45.0,50.0,51.0,48.0,39.0,37.0,40.0,39.0,37.0,42.0,42.0,40.0,46.0,48.0,44.0,53.0,64.0
Autumn,1000,2014/11/30Tamshui,PM10,73.0,86.0,89.0,71.0,42.0,37.0,42.0,49.0,48.0,39.0,51.0,62.0,71.0,77.0,75.0,75.0,65.0,65.0,54.0,42.0,49.0,44.0,48.0,48.0
Winter,1000,2014/12/01Tamshui,PM10,31.0,24.0,23.0,18.0,20.0,20.0,18.0,23.0,32.0,40.0,46.0,53.0,60.0,71.0,84.0,94.0,90.0,94.0,104.0,101.0,103.0,106.0,110.0,104.0
Winter,1000,2014/12/03Tamshui,PM10,38.0,32.0,32.0,29.0,23.0,26.0,31.0,28.0,24.0,27.0,26.0,32.0,31.0,23.0,38.0,50.0,53.0,59.0,60.0,62.0,64.0,62.0,55.0,48.0
Winter,1000,2014/12/05Tamshui,PM10,66.0,61.0,64.0,66.0,64.0,64.0,70.0,76.0,78.0,77.0,75.0,66.0,64.0,64.0,65.0,68.0,71.0,75.0,72.0,67.0,66.0,66.0,62.0,59.0
Winter,1000,2014/12/06Tamshui,PM10,54.0,49.0,42.0,35.0,33.0,32.0,33.0,35.0,39.0,40.0,39.0,34.0,37.0,46.0,45.0,39.0,37.0,34.0,35.0,38.0,37.0,34.0,39.0,39.0
Winter,1000,2014/12/07Tamshui,PM10,40.0,37.0,32.0,35.0,37.0,37.0,35.0,38.0,39.0,39.0,39.0,37.0,34.0,34.0,35.0,38.0,39.0,39.0,40.0,43.0,42.0,37.0,33.0,29.0
Winter,1000,2014/12/08Tamshui,PM10,27.0,29.0,24.0,22.0,26.0,21.0,24.0,35.0,39.0,38.0,32.0,32.0,49.0,65.0,73.0,78.0,82.0,82.0,79.0,75.0,68.0,65.0,59.0,60.0
Winter,1000,2014/12/10Tamshui,PM10,18.0,18.0,21.0,28.0,33.0,31.0,23.0,24.0,24.0,33.0,56.0,67.0,56.0,39.0,35.0,33.0,34.0,35.0,34.0,31.0,29.0,34.0,35.0,31.0
Winter,1000,2014/12/11Tamshui,PM10,28.0,24.0,23.0,22.0,21.0,28.0,39.0,39.0,33.0,29.0,31.0,33.0,31.0,33.0,35.0,35.0,44.0,48.0,42.0,42.0,43.0,46.0,54.0,48.0
